Gene	LFA2b	LFA2c	LFA2d	LFA2e	LFA3b	LFA3c	LFA3d	LFA3e	LFA4b	LFA4c	LFA4d	LFA4e	LMA2a	LMA2b	LMA2c	LMA2d	LMA2e	LMA3b	LMA3c	LMA3e	LMA4a	LMA4b	LMA4d	LMA4e
Gene	6	6	6	6	16	16	16	16	24	24	24	24	6	6	6	6	6	16	16	16	24	24	24	24
329506 0.380786835 0.550552388 0.505531333 0.223944645 0.146087205 0.435620675 0.636233553 0.519206238 0.395266128 0.14663901 0.46082154 0.43753361 0.348250515 0.45137676 0.560815255 0.438818553 0.01936144 0.390806063 0.27492718 0.453242435 0.388962668 0.411217095 0.132673103 0.52116268
329540 -0.48105425 -0.4407934 -0.41607595 -0.59363695 -0.58312495 -0.5553673 -0.5764961 -0.5270955 -0.4734779 -0.5437523 -0.625488 -0.384091515 -0.4770463 -0.3761944 -0.37571725 -0.53182995 -0.5535515 -0.3761987 -0.4611246 -0.46746015 -0.7120806 -0.41774195 -0.46153275 -0.55662195
329559 0.34012689 -0.0461998 0.1662815 0.67686553 0.2217458 0.13714122 -0.0677871 0.09628344 -0.005589 0.09142448 0.00013436 0.20042476 0.09368451 0.20257853 0.09442545 0.12050188 0.07308034 0.16253628 -0.0422054 0.10298596 -0.291088 0.09090755 0.32571132 -0.1156007
329828 0.32408517 0.61307282 -0.0603509 0.85286376 0.89153036 0.28862078 0.37225139 0.55420059 0.03834155 0.84624777 0.34193833 0.80111716 0.56440702 0.07867683 -0.2298921 0.30298818 0.74195323 0.24926839 0.50753291 -0.0222881 1.04731423 0.38482161 0.46393745 0.61996896
329877 -0.4349579 -0.9184232 -0.8281676 -1.0797322 0.1754479 -0.8921211 -1.1712525 -1.0045165 -0.72134 -0.951465 -1.0556127 -0.7932122 -0.4392683 -1.0981823 -0.8094655 -0.7926981 -1.0544163 -0.8072176 -1.0148512 -0.8464258 -1.5017071 -0.7312254 -0.9873424 -0.9278133
329908 -0.310188295 -0.306470863 -0.16506526 -0.21238043 -0.163645843 -0.315756628 -0.270661085 -0.21016644 -0.477485175 -0.078776783 -0.19633987 -0.135166578 -0.052627168 -0.329188495 -0.3777886 -0.429054793 -0.205405518 -0.45922624 -0.27963143 -0.478540375 0.064267553 -0.369948278 -0.124553405 -0.232884075
329977 -0.7303434 -1.232535 -1.1569459 -1.3420292 -1.5509342 -1.146703 -1.0236298 -1.1552897 -1.1974881 -1.1528888 -1.2371532 -1.2583183 -1.4904001 -1.0697852 -1.0755065 -1.2839943 -1.1618708 -0.9982674 -1.1343664 -0.8612403 -1.6651797 -1.1577849 -1.3294817 -1.2459147
330064 -0.18267098 -0.49368766 -0.479989855 -0.372181615 -0.75525252 -0.278362075 -0.369734635 -0.426926315 -0.248874725 -0.91349635 -0.410445715 -0.252544135 -0.139677245 0.38270985 -0.218919755 -0.32686284 -0.370935445 -0.19799129 -0.531879095 -0.084834775 -0.434980955 -0.358784695 -0.637269985 -0.45102103
330192 -0.6064512 -0.6761915 -0.6934332 -0.7498572 -0.7909627 -0.8907686 -0.5322739 -0.6696997 -0.7345187 -0.7360462 -0.604494 -0.9114238 -0.5957339 -0.5950997 -0.5058406 -0.526708 -0.6074825 -0.7904683 -0.7110442 -0.5951287 -0.4584543 -0.6185807 -0.7220526 -0.4233926
330222 -0.6644684 -0.0397723 -0.3854612 -0.1124641 -0.4514081 -0.3713197 -0.0391125 -0.1186949 -0.7039317 0.11198818 -0.1211769 -0.1723018 -0.7564996 -0.393272 -0.0959438 -0.3817595 0.06008381 -0.4493169 -0.2092487 -0.6800596 0.19575285 -0.3388294 -0.3653293 -0.1799048
330228 -0.4563321 -0.7969128 -0.8337128 -0.550259 -1.0506416 -0.8457564 -0.7739971 -0.6648503 -0.7249488 -0.7858197 -0.7273794 -0.7228571 -0.7578069 -0.9716926 -0.7585484 -0.6866175 -0.6440318 -0.7888794 -0.889972 -0.6774883 -0.2606795 -0.7037129 -1.037323 -0.8219703
330267 -0.7683663 -0.2868424 -0.8101853 -0.7530558 -0.8717517 -0.8156089 -0.0789178 -0.8772297 -0.4884243 -0.6536287 -1.1011954 -0.8598244 -1.3361907 -0.3361413 -0.1476195 -0.5550973 -0.590543 -0.6617188 -0.8766031 0.36185924 -0.570309 -0.7150184 -0.9512599 -0.5504097
330283 0.270094655 -0.128755485 0.11389416 -0.04828831 0.032333375 0.06202263 -0.21130882 0.00366886 0.23679407 0.44338899 0.040671005 -0.09421943 0.00078098 0.139432935 -0.017155125 0.070104205 0.001208605 0.02402748 -0.06805537 -0.06145315 -0.117522145 0.076456715 0.17985862 -0.03943638
330286 0.13083728 0.0967151 0.02631644 0.14595699 -0.2350159 0.00386713 -0.0402636 -0.188652 -0.1156789 -0.7650712 -0.034334 -0.1395377 0.21760829 0.03842204 0.05574275 -0.051331 -0.2564752 0.25098507 -0.3203521 0.08335849 -0.8289918 -0.0777511 -0.3205096 -0.1801743
330409 -1.4516551 -0.7092618 -0.50331635 -0.32200915 -0.77087615 -0.88188295 -0.5106331 -0.6148582 -0.90828285 -0.5133782 -0.57734625 -0.8142363 -1.16039365 -0.62364675 -0.62419895 -0.61636915 -0.63449085 -0.7265042 -0.50171275 -0.7047778 -0.57609435 -0.6499302 -0.587478 -0.50797795
330474 -0.025227 -0.4335923 -0.1711949 -0.3004935 -0.2714702 -0.1095549 -0.4375518 -0.3223382 -0.2434 -0.7231113 -0.2607779 -0.3677011 -0.029991 -0.1865511 -0.297552 -0.3306402 -0.4984204 0.04179811 -0.325282 -0.0458228 -0.7772775 -0.2860045 -0.3306548 -0.6889283
330490 0.66033639 0.16552886 0.61182717 -0.2183794 0.1082031 0.39144028 0.6743563 0.2879889 0.4606546 -0.7648494 0.38251722 -0.083835 0.03695599 0.72333231 0.85073624 0.53534339 0.05261234 0.52173946 0.02963645 1.42644018 0.12837141 0.1105787 -0.1452744 0.2335848
330635 -1.6536049 -1.6429113 -1.8072654 -1.4294616 -1.3744232 -1.7421108 -1.4846718 -1.3751118 -1.6372324 -1.7312872 -1.4812606 -1.8792984 -1.568836 -2.076232 -1.9225645 -1.4649638 -1.6594654 -1.183702 -1.167221 -1.5925582 -1.4152325 -1.9781975 -1.3353304 -1.547318
330790 -0.9740506 -0.8391644 -0.806986 -1.2321056 -1.2168596 -0.8655252 -0.9460708 -0.8854234 -0.9901405 -1.0793633 -0.8598619 -0.8168938 -0.8783239 -0.7656026 -0.688417 -0.8082797 -1.2468126 -0.7482286 -1.0309206 -0.7198141 -0.831553 -0.8465993 -1.2145662 -0.9083143
330796 -2.0064239 -1.0110403 -1.117154 -0.8991521 -1.0945347 -1.1976829 -1.1771444 -0.8986687 -1.2687715 -0.5439844 -1.2561434 -0.8345207 -0.8208567 -1.1863009 -1.1457042 -1.1385206 -0.8703978 -1.0912275 -0.8251791 -1.1145164 -0.5371784 -0.7834604 -1.0894278 -1.0151808
330817 0.925677355 0.71068194 0.843225805 0.91426366 0.73156756 0.845277785 0.877253305 0.7485048 0.83449757 0.66234016 0.733987 0.809176155 0.93850376 0.90952125 0.839217465 0.96047837 0.931512295 0.86788131 0.939279765 1.11148714 0.73918836 0.803501425 1.013533155 0.77290136
330836 1.25433443 1.01106486 1.03317637 1.44899423 1.60770043 1.13623539 0.81648563 1.20582959 1.70558202 0.79739368 1.10579636 1.18839248 1.11464037 1.39862444 0.97875377 1.36371979 1.58200532 1.31804421 1.50669933 1.24030345 1.55467453 1.28767025 1.46382045 1.06109394
330914 -0.9801975 -0.5662077 -0.9582886 -0.6670722 -0.6839112 -1.0643721 -0.4168505 -0.8114289 -0.164852 -0.405796 -0.7348593 -0.7349736 -0.7945282 -1.0679712 -0.929088 -0.7531013 -0.5637411 -0.9075156 -0.799826 -1.092292 -0.6068216 -0.8739846 -0.749922 -0.4651522
330938 -0.5951651 0.00312827 -0.6890836 -0.1897249 -0.2782991 -0.4526595 -0.2695016 -0.1586278 -0.3776171 -0.0601456 -0.4331126 -0.5858943 -0.5808238 -0.6677549 -0.669903 -0.4166199 -0.1775677 -0.6389842 -0.2983743 -0.5594978 -0.1744735 -0.4249507 -0.4203637 0.06512712
330963 -1.1205617 -1.1711994 -0.9341471 -1.0182066 -1.0453512 -1.2700805 -0.9638674 -1.0632093 -0.9378763 -0.9032952 -1.1649611 -1.1814502 -1.583783 -1.1872427 -1.1411214 -1.1536822 -0.9145202 -1.0433856 -0.9935367 -0.7924598 -0.757082 -1.1941214 -1.0506925 -0.8901226
331004 -0.20165604 -0.332231325 -0.1338566 -0.495734815 -0.4998207 -0.312837645 -0.424160665 -0.345701115 -0.3230053 -0.365258735 -0.37688524 -0.402978515 -0.33300013 -0.27045129 -0.135068195 -0.32834799 -0.537521065 -0.206763205 -0.5426078 -0.156810735 -0.4191434 -0.27629876 -0.42428133 -0.44492845
331026 -0.8971804 -1.8566439 -1.1049809 -1.0772187 -0.6463757 -1.2841076 -1.3979131 -0.6960794 -0.6716268 -0.8960443 -1.7043652 -1.0301039 -0.928408 -1.0010814 -1.4647911 -1.2148799 -1.1339363 -1.2917932 -1.0812931 -1.4054558 -1.3036822 -1.394574 -0.9611054 -1.9137574
331401 -1.1703115 -1.0627011 -1.29412115 -1.2613064 -1.1894514 -1.1351631 -1.13204005 -1.08841725 -1.23814555 -1.0446866 -1.12430615 -0.7491232 -1.2366385 -1.1323575 -1.37960325 -1.1322163 -0.95204195 -1.1495776 -1.12727305 -1.1637264 -0.22270495 -1.14717335 -1.1675887 -1.03436615
331424 -0.11639843 0.176650575 -0.051657825 0.208814445 0.07181371 -0.20951803 0.231613575 -0.073484145 -0.200688825 0.59139249 0.18682265 -0.04623908 -0.201825565 -0.26492118 -0.004796575 0.22015911 0.33715767 -0.16384174 0.376898515 -0.20123984 0.267844355 0.02904463 0.29293772 0.18484464
331493 -0.7882654 -1.089837 -0.8113344 -0.3108566 -0.8924111 -0.9536969 -1.1668381 -0.9915808 -0.9506185 -1.0194911 -1.1967189 -1.1418692 -1.0588476 -0.9676409 -0.9194013 -0.9128271 -1.0332072 -0.3760327 -1.0474972 -1.0180572 -1.258856 -1.117057 -1.22382 -1.1568813
332175 -0.9235532 -1.1049892 -0.8732519 -0.985048 -1.01125355 -1.12480855 -1.1261055 -1.1412604 -0.88713755 -0.8775895 -1.15686435 -1.162219 -0.93803145 -1.17027195 -1.05588125 -1.1095567 -1.02577585 -1.18589735 -1.2962453 -1.03727485 -1.15292805 -1.16016915 -0.62464845 -1.2054716
332397 0.39880181 0.44697012 0.47754158 0.16299985 0.16966301 0.28857461 0.28293141 0.39316437 0.40917203 0.25663301 0.35505631 0.24335997 0.38734929 0.43818975 0.54460308 0.37522675 0.24920763 0.43788659 0.30398084 0.56483524 0.20123178 0.35201536 0.21520431 0.30362649
332937 -0.583044 -0.648416 -0.3211798 -0.8419472 -0.3926601 -0.8707694 -0.503603 -0.5909682 -0.886194 -0.542743 -0.4535302 -0.6650811 -0.6828055 -0.6002607 -0.6797525 -0.4129521 -0.7141608 -0.8007264 -0.5981588 -0.7742901 -0.5879035 -0.6986429 -0.5081273 -0.6512137
333182 0.61580888 0.14560124 0.49403086 0.57146536 0.92405632 0.69260819 0.31193121 0.05606758 0.67448981 -0.4482581 -0.014083 -0.040516 0.20629388 0.91160506 0.38440886 0.88133015 0.41262778 0.68179927 0.34298525 0.62303438 0.19806514 0.50427021 0.68882775 0.20849765
333307 -1.0564838 -0.9739907 -1.1788147 -0.6424322 -0.9888312 -0.8182583 -0.8846088 -1.0825767 -0.6263791 -0.9610809 -1.2208167 -1.2523609 -1.0542187 -1.068587 -0.8844322 -1.0255179 -0.8018281 -1.0405945 -1.3600531 -1.0629309 -0.9977283 -1.0205325 -1.1191187 -1.2240312
333315 0.18063564 0.52273236 0.22961192 0.44984442 0.1273311 0.14659691 0.33324984 0.41437847 0.49621554 0.50458732 0.48771676 0.43735735 0.2560069 0.09529328 0.50578609 0.11378351 0.61689331 0.35494004 0.58511648 0.39986637 0.74891671 0.51152911 0.10403725 0.38476527
333639 0.65892608 0.75806016 0.78465884 0.304385475 0.113006465 0.507299065 0.79430515 0.776733445 0.66695655 0.132221975 0.784430685 0.77450227 0.69020239 0.550976635 0.814522535 0.80607015 0.180413065 0.79921302 0.82384337 0.821331875 0.26008143 0.743342715 0.02372353 0.845375605
338320 -0.255501835 -0.25578278 -0.15542255 -0.265661425 -0.434138165 -0.323744385 -0.10044999 -0.362595255 -0.268352405 -0.18712825 -0.16731741 -0.074507145 -0.340093585 -0.15249528 -0.16245662 -0.309825775 -0.16213168 -0.284661995 -0.48880994 0.02466662 -0.34418187 -0.29978947 -0.35096935 -0.279081485
338351 0.38723669 0.56154675 0.46173131 1.01988384 0.80812647 0.44895516 0.443252 0.66305549 0.50783038 0.99241713 0.70662685 0.59083519 0.69555645 0.22681945 0.51211937 0.44465343 1.00232806 0.49238224 0.93128517 0.50551388 0.99783625 0.82157125 0.74722583 0.65034352
338355 0.27949665 -0.2867331 0.33149364 -0.0794462 0.26349032 0.13256541 -0.054042 0.03683652 0.10780499 0.17819678 0.13471521 -0.1535793 0.31874799 0.36792415 0.03428867 0.25505687 -0.1543565 0.16420805 0.42787431 0.14190015 -0.3590711 0.12446055 0.16234255 0.08612586
338359 0.5589333 1.30903106 1.17261344 0.76372346 0.37514998 0.68007962 1.35843001 1.15486303 0.74097815 1.21073505 1.1876814 0.73041917 0.57902229 0.5307896 1.41145534 1.09336532 0.7986327 0.88898738 0.93222284 1.43458404 1.17208616 0.98150083 0.44256118 1.14877914
338362 1.18197955 1.21075655 0.94636547 0.53257748 0.71473012 1.13920085 1.56665747 0.78965843 1.4518163 -0.1424459 0.99939284 0.89715656 1.02754741 1.05307646 1.48972933 0.88535591 0.52957367 1.24189156 0.73630659 1.60730743 0.41479126 1.14814155 0.44502621 0.88264201
338367 -0.237062475 -0.12375185 -0.143128605 -0.153830935 -0.129088945 -0.258719775 -0.33149794 -0.1973938 -0.31049634 0.020536445 -0.29563141 -0.263746035 -0.452211815 0.0425814 -0.198992775 -0.0401587 -0.016736625 -0.4280668 -0.167631505 -0.506223965 0.0885308 -0.32175747 -0.235436085 -0.242656065
338467 -0.4212006 -0.6986102 -0.3634438 -0.6732239 -0.6900349 -0.5432181 -0.6337377 -0.4517207 -0.6217556 -0.3481456 -0.3971942 -0.7905891 -0.5650967 -0.4356269 -0.58081 -0.4721797 -0.8864999 -0.4832657 -0.5041147 -0.6736994 -0.6221234 -0.5905085 -0.5114847 -0.5661783
338523 0.584240563 0.711793983 0.614999767 1.009519847 0.80853448 0.67414241 0.733239883 0.78452709 0.558587867 0.934713763 0.614264887 0.775548197 0.737720583 0.577121323 0.54130611 0.564645483 0.949212937 0.585499273 0.764401083 0.564286347 0.978393137 0.64937374 0.869796907 0.762058923
347708 -0.38175415 0.0406887 -0.18580517 0.05033307 -0.312943565 -0.257459665 0.10926811 -0.18262853 -0.359553035 0.12561547 -0.070742025 -0.13679602 -0.4206571 -0.389426 0.02236351 -0.18203207 0.08301118 -0.2349988 -0.00388285 -0.114405645 0.18527944 -0.05415954 -0.14191635 -0.04314159
347712 -0.4435031 -0.6604339 -0.5135174 -0.2154786 -0.2581555 -0.3736155 -0.6945759 -0.3531904 -0.0535292 -0.629049 -1.2137748 -0.4179818 -0.7047039 0.17754811 -0.5278444 -0.3585339 -0.0638785 -0.0975721 -0.4292464 -0.4212591 -0.2787836 -0.477973 -0.4257572 -0.751857
347722 -0.3200078 -0.6975982 -0.5327157 -0.7003461 -0.5914111 -0.5543424 -0.5912083 -0.8904628 -1.0690161 -0.5315622 -0.6084861 -0.6559564 -0.8521293 -0.5489392 -0.7525538 -0.5938977 -0.6023145 -0.6242263 -0.5895989 -0.7047801 -0.6696568 -0.621818 -0.8183993 -0.6349963
347740 0.5886034 0.41707079 0.52970448 0.21588349 0.3129215 0.81474237 0.3068371 0.41411581 0.57714665 -0.0272488 0.35743337 0.13263077 0.25498316 0.96852815 0.53701373 0.49221804 -0.0155774 0.81417776 0.10356882 0.62999081 -0.1344111 0.51251682 0.23629956 0.63737926
353047 0.16383504 0.32112583 0.357902 0.2553786 0.40343734 0.07334192 0.39919408 0.31455713 0.2752683 0.68043491 0.30234259 0.30400829 0.0505333 0.00169839 0.23380585 0.26921945 0.3577086 0.03381806 0.23897554 0.16919994 0.41873731 0.25341366 0.42350367 0.40952285
353170 0.38403057 0.85380745 0.50346165 1.04919071 0.68763123 0.34781727 0.71433831 0.78367208 0.45063995 1.20765225 0.68813427 0.90299145 0.68128713 0.1854971 0.53361729 0.5567683 0.99077617 0.37442719 0.72795298 0.26378953 1.23844259 0.71602337 0.8245339 0.7705736
353172 -1.3672677 -1.2890344 -1.1899601 -1.1120134 -1.724571 -1.130852 -1.4001625 -1.3298086 -0.923041 -1.5072445 -1.2996791 -1.6231897 -1.4187129 -1.435356 -0.8379976 -1.3861294 -0.4423397 -0.9702227 -1.4604508 -1.3670705 -0.8795172 -1.1428511 -1.1797525 -1.5292688
353187 -0.6908127 -0.7031981 -0.7053742 -0.5253218 -1.0708445 -0.4655644 -0.6353482 -0.8666774 -0.9453809 -0.7091897 -0.7732552 -1.1347012 -1.0593279 -0.5854982 -0.6933869 -0.6171818 -0.7383419 -0.5164586 -0.5248504 -0.7358785 -0.9300556 -0.630669 -0.8003525 -0.7266869
353190 -0.260508015 -0.16060358 -0.444862985 -0.51889758 -0.439832655 -0.21938273 -0.280243195 -0.61482925 -0.43421404 -0.6945091 -0.40103859 -0.44313305 -0.34339098 -0.221175525 -0.31758383 -0.25233877 -0.43682891 -0.31775948 -0.225554355 -0.214645585 -0.484496775 -0.33925028 -0.59586189 -0.244460285
353258 -0.604254 -0.5887597 -0.6768726 -0.805876 -0.5730387 -0.8577273 -0.7441326 -0.5806557 -0.5332807 -0.7343195 -0.535013 -0.7309118 -0.4653114 -0.5664001 -0.6213523 -0.628051 -0.642748 -0.4762647 -0.6506714 -0.6542753 -0.4844154 -0.52784 -0.7164242 -0.6084043
353282 1.46649721 1.09168949 0.79257368 1.05956792 1.01628176 1.10763159 1.10198477 1.11472623 1.43021368 1.04909586 1.13448769 1.16549865 1.42117525 0.93596894 1.34636973 1.0169221 1.05775784 1.40801018 1.27480546 1.33173072 0.99998309 1.34800668 0.95734847 1.13933097
353502 -0.6822369 -0.7804154 -0.6860424 -0.9603391 -0.506962 -0.88048 -0.930718 -0.8639171 -0.4262676 -0.5660901 -0.6410361 -0.7483081 -0.7523331 -0.8572129 -0.3423643 -0.7967061 -0.6205074 -0.8064571 -0.3096597 -0.7320605 -0.5031393 -0.742196 -0.6519966 -0.6873959
360213 1.34372439 0.88193522 1.49426829 1.33148016 1.47229619 1.49089048 0.89430678 1.12322698 1.54122613 0.72598048 1.1864658 1.18337086 1.05166583 1.72162395 1.17208238 1.35854566 1.45330846 1.35888241 1.3205953 1.19014424 1.35556241 1.14462762 1.41486501 0.98090631
378702 0.409122715 0.471446 0.561925835 0.62883145 0.65572469 0.622521715 0.342726455 0.363604955 0.456210185 0.660574015 0.62011349 0.258828985 0.24738695 0.50910621 0.46687581 0.659285645 0.55083449 0.37028404 0.493118625 0.289786375 0.49132554 0.539295885 0.624774235 0.4747428
380601 0.15528879 0.13310009 0.183049587 -0.565740533 -0.43582489 -0.047316947 0.208184447 0.010305 0.01194536 -0.5776624 0.05844711 -0.165199427 0.066102997 -0.06913636 0.31107702 0.09673353 -0.510731467 0.25997324 -0.2915366 0.36997195 -0.7156975 -0.00600904 -0.423930567 0.126294343
380664 -0.7973429 -0.753352 -0.3687201 -0.4995089 -0.5314441 -0.6298695 -0.6508412 -0.5323973 -0.6930129 -0.2901087 -0.5474189 -0.5597573 -1.0210565 -0.7927515 -0.5511166 -0.6043974 -0.5572644 -1.0035366 -0.6362298 -0.6392932 -0.6828473 -0.5446875 -0.2502544 -0.6217865
380712 0.91335788 0.42342314 0.95021355 0.77922909 0.99919074 0.76141993 0.40562538 0.70935122 0.69757882 1.05343425 0.74387662 0.59904935 0.86409099 0.68358543 0.55221301 0.70642278 0.6842865 0.78563611 0.73936606 0.54083634 0.45270021 0.93344574 1.13914401 0.40552041
380752 -0.7019219 -0.41734275 -0.4443003 -0.6211849 -0.5359096 -0.4683651 -0.2114488 -0.35480885 -0.8715886 -0.4026929 -0.38140905 -0.70453245 -0.7340239 -0.66840675 -0.48872745 -0.48512395 -0.52047175 -0.56844175 -0.5929322 -0.415166265 -0.61114055 -0.55773025 -0.6217098 -0.29897625
380753 -1.0107473 -0.64914625 -0.9416755 -0.62418495 -0.91582395 -0.9299722 -0.65743495 -0.7237247 -0.95168905 -0.7892587 -0.74249 -0.5868994 -0.8539663 -0.89746025 -0.79736775 -0.67780155 -0.8802718 -0.9368193 -0.81692985 -0.81879815 -0.6057354 -0.8093752 -0.8676639 -0.63441225
380773 -0.29661275 -0.37234155 -0.1693127 -0.56528565 -0.34605805 -0.62226395 -0.341253 -0.48799055 -0.5564493 -0.36021444 -0.4250464 -0.83808925 -0.42922715 -0.4461838 -0.3725104 -0.2606148 -0.59492045 -0.36816395 -0.42893295 -0.4279773 -0.59270545 -0.4961195 -0.3840573 -0.36799985
380863 -0.22717867 -0.242351255 0.03057751 0.059495375 0.06265759 0.162060255 -0.098171735 -0.094835785 -0.01355613 -0.06757892 0.061578385 0.05163912 -0.088551545 -0.03630938 -0.11943816 -0.1493214 0.043941095 -0.19493952 -0.11532605 -0.227216725 -0.0433145 -0.221816995 0.030888515 -0.000766785
380921 0.09154971 0.05296684 0.73839979 0.47485688 0.30995263 0.60627912 0.00440284 0.00702886 -0.0392154 -0.6060004 0.51631432 1.04665031 0.27544301 0.87436092 -0.2755301 -0.6956068 0.08419708 -0.5812713 -0.4091422 -0.3485068 0.94493871 -0.1690978 0.1447592 -0.2434686
380928 0.323694365 0.529171365 0.41506079 0.565831765 0.455422305 0.438698775 0.40790665 0.575087135 0.410537545 0.877140785 0.455148365 1.54437868 0.49956086 0.381832275 0.388048365 0.415371265 0.528066565 0.378289975 0.40131506 0.276190995 0.55015281 0.45011019 0.578461925 0.673239795
380959 -0.092718203 0.003251367 0.04141318 -0.09075846 -0.066790583 0.313780303 0.147716743 -0.085019247 0.117356353 -0.154788687 -0.060306773 -0.344563337 -0.148667167 0.00730621 0.004073543 0.160161017 0.163819777 -0.164257157 -0.066864173 0.171025293 -0.043371223 -0.09082107 -0.020618213 -0.103523217
380993 0.72644774 0.33707766 0.26686359 -0.1194904 0.07786497 0.42136882 0.15977232 0.08813402 0.45996638 -0.8597831 0.29188657 0.45987296 0.71738575 0.28083715 0.40956069 0.17602186 0.17644709 0.60548751 0.10419151 0.46518175 -0.3511975 0.36443019 -0.0982384 0.01677727
381077 -0.0806403 0.53737925 0.24672032 0.91339951 0.53491846 0.26451906 0.78951748 0.73401771 0.09388696 1.07570128 0.4945798 0.67692966 0.40889864 0.182793 0.26972851 0.43447292 0.88471506 -0.0071419 0.66905904 0.14913746 1.1519298 0.3570625 0.57177558 0.72409247
381101 0.18909369 0.48124763 0.14499916 0.40552579 0.08046079 0.0275869 0.27507369 0.20258908 0.12849106 0.57360146 0.20043381 0.25324503 -0.1728028 -0.0148859 0.15595022 0.09351841 0.71072241 -0.1774558 0.21110187 -0.0820485 0.60298055 0.19600621 0.41182982 0.081629
381126 -0.93921235 -0.76928015 -0.95676275 -0.8781285 -1.40295925 -0.9989726 -0.8728453 -0.90426505 -0.7895822 -0.9306265 -0.87909625 -1.10526715 -0.91314995 -0.82713565 -0.59652755 -0.92570065 -0.77471005 -0.85157445 -1.1349558 -0.8089591 -0.7469792 -0.83154895 -0.9544851 -0.8208261
381305 -0.05151175 0.18102547 0.0981346 -0.328527895 -0.162355475 0.09829083 0.157999555 -0.058330845 0.069277845 0.171118015 -0.07173829 -0.03854595 0.01419114 -0.089291665 0.22463978 0.113475365 -0.139349035 0.070209725 0.01144025 0.18987344 -0.27446191 -0.155084195 -0.074235245 0.018406575
381314 -0.439705 -0.59789955 -0.3734021 -0.44077525 -0.5482162 -0.47123485 -0.55074475 -0.5359562 -0.6111469 -0.41833665 -0.47806405 -0.61855155 -0.51722875 -0.2830739 -0.5314188 -0.47736485 -0.4512519 -0.55160575 -0.5465569 -0.50861115 -0.5426005 -0.54132585 -0.4405017 -0.5944504
381318 0.21093383 0.08634123 -0.0366815 -0.4666473 -0.2855638 0.11066423 -0.0605463 -0.0811673 0.05686674 -0.4477265 0.08815995 0.17498596 0.2017001 0.05531073 0.19536198 -0.0359255 -0.3452489 0.23402143 -0.0099157 0.10094752 -0.3312379 0.1377433 -0.4999098 -0.0642541
381339 -0.3100842 0.15367443 0.00702764 0.1355878 -0.3345018 -0.3848047 0.19842205 -0.0215206 -0.1414406 0.45872316 -0.1393177 -0.1101139 -0.282489 -0.4142374 0.277018 -0.2135791 0.08369914 -0.1290397 -0.0029778 0.80290659 0.21768282 0.04706318 -0.0930869 -0.1160871
381371 -0.8976798 -0.7446322 -0.8807911 -0.8756905 -1.4176979 -0.9903434 -0.7858847 -0.9659516 -0.6896076 -1.2665748 -1.0453885 -1.1262697 -0.5978915 -0.6290752 -0.8967591 -0.7444957 -1.3204319 -0.5947288 -1.0439362 -0.8414911 -0.9154517 -0.792886 -1.512104 -0.8014942
381411 0.069421805 -0.44555035 0.1673192 -0.09451307 -0.13633209 0.042694925 -0.43050725 -0.17103195 -0.167855985 0.408934665 -0.0027697 -0.028057955 -0.13376556 -0.034452265 -0.3237337 -0.04621495 -0.19369576 -0.01550842 -0.285749895 -0.37398239 -0.318679465 -0.153345455 0.16976672 -0.12341718
381413 -1.2441954 -0.4739332 -1.473497 -0.9003456 -0.5919697 -1.2666114 -0.5837243 -1.0385257 -0.8391335 -0.5750657 -1.0469453 -0.8180698 -0.3534894 -1.3683607 -0.7120014 -1.1629439 -0.81915 -1.172702 -0.2983522 -0.6298037 -1.2468271 -1.1357098 -0.5422824 -0.8732301
381418 0.20777858 -0.1139388 0.06452953 0.00323902 0.30697198 0.26405909 -0.2111595 -0.3561113 0.30226756 -0.7300848 -0.2679331 -0.0175026 -0.5061534 0.47546607 0.1894541 -0.0155225 0.13404352 0.07786073 -0.1452108 -0.0190841 0.00644308 0.04466363 0.22015631 -0.3500504
381511 -0.2136485 -0.6308303 -0.5850207 0.28342913 -0.0368629 1.11331512 -0.7015801 -0.9437862 -0.3073732 -0.843287 -0.7340015 -0.5342946 -0.4180433 -0.3642952 -0.4865641 -0.5556613 -0.608709 -0.4058465 -0.7746548 -0.5922123 -0.451196 -0.5266467 -0.6700824 -0.6876199
381560 -1.0226252 -0.9310541 -0.8705867 -0.1432699 -1.2351152 -1.0272533 -0.6418777 -0.7756892 -1.1614386 -0.9198361 -0.6954462 -1.0599208 -0.5822295 -0.8352436 -0.9076665 -0.7864791 -0.6444272 -0.8171831 -0.8953372 -0.8916938 -0.5234353 -0.9899044 -0.9066226 -0.8167093
381569 -0.880391 -0.5232089 -0.6282478 -0.1600904 -0.8059268 -0.8073162 -0.3377925 -0.3495558 -0.7902085 -0.2256188 -0.3302703 -0.3656642 -0.6154085 -0.6029174 -0.5691641 -0.638129 -0.1380823 -0.6527722 -0.318442 -0.6312795 -0.1024735 -0.8430745 -0.591686 -0.4816458
381570 0.33562449 0.55720696 0.43139781 0.68842218 0.63647824 0.44366346 0.466943 0.47968417 0.40190292 1.05842194 0.5584026 0.69684362 0.32564809 0.41201204 0.32953721 0.48422839 0.89820241 0.47033764 1.01938742 0.2447857 0.95618096 0.59710347 0.62877795 0.53952815
