Gene	AdFA2a	AdFA2b	AdFA2c	AdFA2d	AdFA2e	AdFA3a	AdFA3b	AdFA3c	AdFA3d	AdFA3e	AdFA4a	AdFA4b	AdFA4c	AdFA4d	AdFA4e	AdMA2a	AdMA2b	AdMA2c	AdMA2d	AdMA2e	AdMA3a	AdMA3b	AdMA3c	AdMA3d	AdMA3e	AdMA4a	AdMA4b	AdMA4c	AdMA4d	AdMA4e
27362 -2.6443203 -2.3721494 -2.5580128 -2.9038941 -2.6209416 -2.6586511 -2.8740276 -2.9249674 -2.6963752 -2.7436028 -2.8494436 -2.6092653 -2.8982726 -2.721547 -3.3458822 -3.3586839 -2.8527263 -2.427165 -3.1318383 -2.7575372 -1.615336 -3.159471 -2.9382215 -2.8142777 -2.7582492 -2.5869339 -2.5645704 -2.845405 -2.8123025 -6.3046011
27367 0.198751255 0.257163737 0.352285627 0.45571256 -0.05338614 0.426533475 0.262908717 0.190742227 0.19814727 0.26024671 0.251364658 0.440103155 0.106822058 0.205290602 0.277629363 0.060224477 0.351483582 0.204132453 -0.033619328 0.212795142 0.148657947 0.05485611 0.25317426 0.195586025 0.314271443 0.048554943 0.379331407 0.180606765 0.065593542 0.163763835
27368 0.29337692 -0.10475775 0.061336105 0.20593075 0.199767315 -0.19611806 -0.15337358 0.030270075 0.03823864 0.084758325 0.017424755 -0.04530148 0.064876325 0.20981 0.018321815 0.10611582 -0.386223985 0.24114232 0.461836305 0.415636835 -0.00978532 -0.001922835 -0.033111935 0.267058175 0.31749076 -0.174543315 -0.000215945 0.021841305 -0.14962727 -0.051013315
27370 -0.01067087 -0.099791623 -0.042812425 0.010237248 -0.05682094 0.000835668 -0.249161003 -0.1682337 -0.009033153 -0.108958213 -0.131545835 -0.113335418 -0.06455231 -0.002900253 -0.07832878 -0.063220115 0.007754423 0.012111153 -0.070223388 -0.275475268 -0.141440113 -0.126061875 -0.122955435 -0.007980952 0.074704728 -0.221792865 0.01012228 -0.17527051 -0.479531875 -0.092467593
27373 -0.288641623 -0.27353223 -0.329099073 -0.167373833 -0.32721569 -0.325946623 -0.05262424 -0.428119243 -0.12175843 -0.48787923 -0.3710665 -0.343435973 -0.14030064 -0.174839233 -0.107449817 -0.102406503 -0.329994643 -0.216509143 -0.29362852 -0.305154577 -0.203865147 -0.181435023 -0.146591137 -0.257778967 -0.260626007 -0.423260137 -0.294729257 -0.328654513 -0.280929893 0.06278087
27374 0.22401731 0.17548602 0.05018657 -0.1317469 0.10742959 0.07318722 0.17863555 0.16351686 0.06218451 0.12415752 -0.1002583 0.37448426 -0.132278 -0.0053873 -0.3518091 -0.0827889 0.17550261 0.10358863 0.09023229 0.26885648 0.03404472 -0.0064252 0.01189674 0.10483026 0.12086355 0.09684463 0.24321676 0.13074769 0.00454117 0.03338346
27377 -0.4482366 -0.3821482 -0.5646321 -1.0077187 -0.5517424 -0.4659497 -0.3593172 -0.0884718 -0.9771402 -0.5579184 -0.6355478 -0.5781039 -0.855731 -0.9134223 -0.2730782 -0.5560395 -0.1849838 -1.7963471 -0.9454506 -1.2065328 -0.7526923 -0.98722 -0.3238008 -0.8522609 -1.0495328 0.13576713 -0.8891589 -0.0932702 -0.6057685 -0.9198099
27379 -0.6799302 -0.6759579 -0.5891872 -0.7793412 -0.6138478 -0.8945434 -0.5979404 -0.7327688 -0.4659292 -0.62643 -0.9505788 -0.7962996 -0.7968889 -0.6882344 -0.7561434 -0.8587997 -1.0360011 -0.8835227 -0.7979503 -0.6381899 -0.9346077 -0.8720179 -0.9315735 -0.6081724 -0.5716039 -0.6702279 -0.9159541 -0.6349723 -0.6913042 -0.8230542
27388 0.71048824 1.08036985 0.79531859 0.81430254 0.8284985 0.68664209 0.84526462 0.79663688 0.73111311 0.88496919 0.79460228 0.73295503 0.89581665 0.75168766 0.681978 1.0051462 0.83512206 0.76163971 0.99378784 1.04897808 0.74297627 0.85102005 0.91128003 0.80410695 0.83279614 0.62682655 0.79899674 0.87613173 0.97036864 0.8074523
27392 -1.5450731 -1.5468131 -1.794228 -1.7825388 -1.4498263 -1.9909047 -1.169929 -3.0668789 -1.7582003 -1.7483539 -2.077931 -2.0318682 -1.1796045 -1.9439958 -2.3332581 -0.5093775 -1.6781698 -1.5910873 -1.3124707 -1.5431993 -2.0518054 -1.1228002 -1.6870662 -4.3144128 -2.6972211 -2.7791934 -1.8371642 -2.0462129 -2.1683721 -1.7090512
27395 -0.99521265 -0.98048605 -0.99148915 -0.96541805 -0.96540895 -0.9286901 -0.8049576 -0.9961113 -0.86724285 -0.96695415 -0.6459554 -0.8381483 -0.8378285 -0.64832355 -1.0206973 -0.9927187 -0.6821249 -0.94362995 -1.1519449 -0.62173195 -0.5670799 -0.98989715 -1.079158 -1.0720182 -1.1695243 -0.72731105 -1.06739125 -1.09180875 -0.7152588 -0.6927306
27397 1.10074655 1.13606572 0.98854539 0.72795716 1.00953518 1.25651265 1.21416462 1.17419469 0.93724448 1.04871284 1.35254974 1.09642903 0.95135894 0.92660095 1.35932342 1.03100235 1.21976367 0.81583325 0.96773671 0.77512657 1.08798642 1.07871882 1.01070774 1.04799069 0.81105352 1.40578347 1.04813329 1.09659971 1.07620928 0.91426985
27399 -1.0899877 -0.8618594 -1.0465294 -0.8373048 -0.7657977 -0.8010929 -0.7978325 -0.9455977 -0.8968959 -0.9130027 -0.6725502 -0.9622458 -1.1189474 -0.7777807 -0.7788102 -1.3317963 -0.7228844 -0.7481792 -0.726477 -0.8665844 -1.0760456 -1.201423 -0.5429683 -0.9354287 -1.2524929 -0.9744221 -1.0054885 -0.6905062 -0.8696355 -1.0209529
27402 -0.5128895 -0.4266977 -0.1965504 -0.4013134 -0.2263952 -0.5089591 -0.44984 -0.3224394 -0.2469259 -0.404529 -0.3651662 -0.2735079 -0.4069058 -0.3661904 -0.4640428 -0.5319181 -0.4987882 -0.4108361 -0.3111253 -0.4827637 -0.352457 -0.5061882 -0.5222253 -0.4099049 -0.4325093 -0.5678188 -0.4012645 -0.4439731 -0.2647953 -0.3736936
27406 -1.1680077 -0.7742268 -1.0658847 -1.2201255 -1.0212825 -0.507228 -1.4047216 -1.0845965 -1.0525669 -1.1387359 -0.6751643 -1.2907222 -0.7493592 -0.9993743 -0.6721341 -0.5906269 -0.4831475 -1.2166044 -0.8002319 -1.4797545 -0.1101305 -0.8478202 -0.9396486 -1.0164917 -1.5314985 -1.1095812 -1.4442305 -1.1726754 -0.6806729 -0.0776725
27407 -0.3546845 -0.406697 -0.6472988 -0.6021702 -0.2065598 -0.3939529 -0.2217635 -0.4428779 -0.4948954 -0.4269056 -0.3799112 -0.5577887 -0.4799542 -0.56553 -0.571108 -0.7660788 -0.6583289 -0.285502 -0.2792346 -0.5317023 -0.475756 -0.4137498 -0.7635615 -0.4441525 -0.5956147 -0.8861245 -0.4917296 -0.5734887 -0.3552223 -0.2683284
27410 -1.2828549 -0.9613797 -1.2860058 -1.1760839 -1.1806515 -1.2282323 -1.4226596 -1.036998 -1.1006143 -1.2266812 -1.310654 -1.1825863 -1.2077931 -1.0838227 -1.0503653 -1.3917909 -1.3737156 -1.1334791 -1.306031 -1.3100076 -1.2336751 -1.0208522 -1.3385953 -1.3193186 -1.1651339 -1.3613749 -1.2998075 -1.2338298 -1.2512415 -0.8687391
27411 0.44202719 0.58321004 0.33931335 0.39199066 0.6852756 0.37542758 0.51690619 0.58596251 0.70985945 0.26446665 0.45967454 0.40168643 0.70892335 0.37456301 0.10132246 0.74899379 0.39078932 0.68460535 0.50723541 0.62627709 0.65309454 0.7549402 0.57652391 0.63840604 0.6120876 0.09143958 0.51557443 0.55137401 0.65003115 0.56828848
27416 1.89554841 2.05418878 1.99541809 1.94221603 1.80869174 1.61943129 1.90641368 1.8535562 1.94721659 2.13639661 1.81591161 1.91319095 1.8723231 1.85429414 1.72638288 1.854395 1.83272728 1.98865533 2.01761981 1.92910011 1.8730084 1.73167539 1.85272248 1.91546938 1.97632009 1.69386702 1.87201837 1.87330844 1.83448762 1.84009505
27418 -0.55939611 -0.381285065 -0.58331949 -0.63227318 -0.540062415 -0.540442715 -0.504090515 -0.476491815 -0.393765955 -0.582418345 -0.302304975 -0.50611573 -0.44629725 -0.348871345 -0.3779242 0.11691088 -0.352416345 -0.293983485 -0.566373 -0.4148847 -0.256175305 -0.321786305 -0.419161335 -0.53739585 -0.27116665 -0.64278525 -0.620704785 -0.53063715 0.150763605 -0.722561
27425 -0.5547217 -0.585806 -0.5929776 -0.6693575 -0.6353587 -0.7013383 -0.6051957 -0.678255 -0.7584033 -0.4235696 -0.7984555 -0.6132395 -0.7828574 -0.8660861 -0.6318676 -0.851455 -0.7950874 -0.7808747 -0.9225939 -0.4363112 -0.8048237 -0.7714597 -0.6034437 -0.792417 -0.7653775 -0.7706637 -0.6253751 -0.6187263 -1.0519233 -0.9368548
27428 0.35557457 0.5048913 0.48215962 0.529974508 0.403449353 0.604463175 0.429999615 0.480827315 0.458716653 0.40445628 0.44104029 0.487836003 0.46742518 0.482805453 0.432962855 0.475431085 0.394185553 0.486414033 0.448285413 0.449686478 0.353633113 0.42396518 0.51932184 0.390122298 0.483458163 0.380274868 0.468974815 0.37622095 0.472072113 0.388795293
27494 0.49350135 0.45617915 0.40832721 0.54750264 0.55346718 0.47907707 0.3654658 0.49928424 0.62177535 0.54680639 0.55246148 0.56496689 0.49217827 0.51649168 0.50277856 0.4473215 0.37296276 0.46511631 0.6840544 0.57512662 0.56363105 0.63409891 0.46856176 0.57154449 0.38890893 0.10232646 0.53913686 0.45950788 0.48263252 0.62905986
27632 -0.6694287 -0.4812861 -0.8123573 -0.5865985 -0.774322 -0.7688631 -0.4431407 -0.6082526 -0.5983637 -0.7108699 -0.9653069 -0.6882293 -0.6856265 -0.7063391 -0.9715931 -0.7107848 -0.7017107 -0.7030802 -0.8281765 -0.9044404 -0.5681743 -0.7911936 -0.6324149 -0.93385 -0.8227564 -0.7965427 -0.3313649 -0.5802028 -0.3725887 -0.713702
27681 0.00099969 -0.0253033 -0.0583964 -0.353499 0.04091335 -0.0752934 0.14441559 0.04661822 -0.2265449 -0.1588049 -0.1387922 -0.0695772 -0.1306916 -0.2179296 -0.0383054 0.01161674 0.03773545 -0.2368061 -0.0753307 -0.1227113 -0.2086598 -0.3957492 0.11901997 -0.3877946 -0.1663821 0.33625421 -0.2359676 -0.0082726 -0.1476993 -0.3035025
27756 -0.7709366 -0.8492715 -0.6551215 -0.6173575 -0.414264 -0.3337751 -0.835384 -1.0127936 -0.4180118 -0.7267947 -0.684316 -0.5601475 -0.8358095 -0.5380969 -0.4432551 -0.4312745 -0.456031 -0.6680887 -0.3948184 -0.8475231 -0.8359209 -0.6806078 -0.5840222 0.20389309 -0.7652905 -0.4806173 -0.6886647 -0.86535 -0.3933648 -0.8405885
27801 0.98149213 0.85049491 1.073147 1.02113008 0.97499827 0.94157291 0.96566321 0.7502595 1.00643508 1.03098616 0.75830357 1.10266719 0.96344515 1.10783734 1.00083558 0.71155827 0.95722457 0.81438564 0.84303519 1.07703183 0.91111055 0.73055192 0.87661686 0.91878598 1.08445445 0.76315182 1.05061655 0.99460425 0.82899346 1.05386779
27878 0.238095038 0.039637533 0.09140318 0.152258643 0.222546705 -0.03834038 0.116281828 0.085456223 0.129117823 0.15352157 -0.051388173 -0.072510275 0.013732208 0.214403748 0.123321628 0.168822908 0.147918145 -0.014427758 0.130591445 0.051603845 0.060121588 0.150568288 -0.013624685 0.025714295 0.041408498 0.310513293 0.003413895 0.09255171 -0.041855938 0.143909305
27883 0.53431913 0.40595965 0.29534289 0.15051672 0.28463157 0.47214618 0.56817026 0.46355737 0.33615195 0.20386155 0.51296565 0.35745003 0.42677134 0.17016687 0.47005778 0.35216084 0.46637312 0.41286001 0.56280382 0.34115793 0.42100949 0.29405106 0.36853178 0.35410972 0.45579839 0.45969519 0.35560557 0.37587672 0.33014133 0.47209298
27965 -0.5103711 -0.4128253 -0.4459705 -0.5927201 -0.5170581 -0.4791289 -0.6017172 -0.5561147 -0.4273605 -0.5901369 -0.4999759 -0.4673408 -0.4641678 -0.4277843 -0.4642887 -0.6406719 -0.6563805 -0.6228167 -0.7971029 -0.4043078 -0.5479638 -0.4181294 -0.3937437 -0.6484771 -0.6102243 -0.629624 -0.5044513 -0.5233919 -0.4949592 -0.454203
27973 -1.0682295 -1.4183571 -1.2450411 -1.5566408 -1.099799 -1.7454844 -1.2501879 -1.1314661 -1.2199948 -1.6157845 -1.3518507 -1.2303099 -1.6064359 -1.363537 -1.503625 -1.8925769 -1.4974683 -1.0106498 -1.5080083 -1.4070006 -1.6333138 -1.3635592 -1.6852841 -1.454667 -1.4299986 -1.5391854 -1.1227257 -1.5437601 -1.3696312 -1.1482565
27979 -0.90908905 -0.876509 -0.72495475 -0.683165 -0.8507248 -0.57306755 -0.8345039 -0.8633236 -0.58334975 -0.72717715 -0.71042455 -0.7045508 -0.7431777 -0.87075515 -0.7169726 -0.68011035 -0.5336841 -0.43695075 -0.5376763 -0.8814412 -0.5019239 -0.70274695 -0.80330655 -0.85965355 -0.5739203 -0.87969895 -0.44901045 -0.7330083 -0.6696746 -0.7412231
27981 -0.7698141 -0.8513794 -0.5924333 -0.6146234 -0.8139848 -0.7968518 -0.7903257 -0.8765834 -0.6858107 -0.6359426 -0.5395759 -0.6538156 -0.7090826 -0.7432774 -0.9674166 -1.4047324 -0.911247 -0.3277529 -0.7812996 -0.9376993 -0.807489 -0.9554559 -1.0955148 -0.6647385 -0.7808553 -0.8366283 -0.6432772 -0.8729388 -0.9310529 -0.7527239
27993 0.68414417 0.52878124 0.56098449 1.03979812 0.61609485 0.76453585 0.64864289 0.50837059 0.76774074 0.47089045 0.54648584 0.53030295 0.76688319 0.91778576 0.7292212 0.74636725 0.80923136 0.7058291 0.94974875 0.92642143 0.61385871 0.95352528 0.67903747 0.84432703 0.88927049 0.96093685 0.63930361 0.70282073 0.7650539 0.69672401
27998 -0.5079821 -0.1250501 -0.7546624 -0.5761643 -0.3824123 -0.2424077 -0.3656483 -0.2610942 -0.6647237 -0.5204016 -0.2143309 -0.3186704 -0.4769013 -0.6630241 -0.3374739 0.06993764 -0.1797882 -0.7578993 -0.4459157 -0.8098326 -0.1881564 -0.2035481 -0.363623 -0.2509541 -0.5844113 -0.0002344 -0.4287201 -0.4307141 0.02317952 -0.5674108
28006 -0.0165655 -0.3702688 -0.0755022 -0.1787323 -0.0965884 -0.1283967 -0.2342512 -0.6028931 -0.2651149 -0.2761904 -0.2442866 -0.0149452 0.07897773 -0.161564 -0.1277037 -0.6971663 -0.202502 -0.0906402 -0.3879664 -0.1003928 -0.4015962 -0.5412536 -0.3667897 -0.3583593 -0.310366 -0.0290026 0.10498188 -0.1763101 -0.3073898 -0.3847962
28015 1.11037952 1.04395241 0.84701059 1.00683478 1.16109256 1.26276152 0.8895949 1.14071329 0.95461693 0.93274418 1.20478248 1.1447101 1.26249277 1.35909947 1.7168532 0.80212794 1.04002709 0.93104427 0.63515707 0.96055321 0.65709065 0.78061448 1.10045133 0.59601767 0.54335117 1.39169099 1.30104985 0.93177171 0.62506999 1.04700344
28017 -0.4446566 -0.0085952 -0.3274774 -0.010273 -0.3568228 -0.3018301 -0.1455432 -0.2564571 -0.1269822 -0.2132561 -0.2068188 -0.1381812 -0.4200616 0.01540241 -0.169982 -0.1790003 -0.1057117 -0.4524314 -0.1232578 -0.0843686 -0.081331 -0.0482749 -0.0474637 -0.5245473 -0.2334411 -0.1462504 -0.2989811 -0.3621639 -0.2093453 -0.1305988
28018 -0.5152942 -0.6163213 -0.53649065 -0.49273205 -0.5596382 -0.8076673 -0.49206695 -0.6522473 -0.5860575 -0.59753005 -0.65645765 -0.51026845 -0.53179005 -0.5161467 -0.44933825 -0.417411 -0.6920839 -0.47798365 -0.6033842 -0.6356316 -0.33174205 -0.6094476 -0.587725 -0.36552915 -0.48452315 -0.6428898 -0.5763982 -0.64494835 -0.88339785 -0.5380364
28019 -0.71458925 -0.80518245 -0.898998 -1.01878135 -0.7692027 -0.57477875 -0.6753065 -0.70888215 -0.9044152 -0.74123035 -0.62135725 -0.91539015 -0.6690108 -0.96104815 -1.07500895 -0.6707347 -0.70076415 -0.6807611 -0.88157575 -0.8273468 -0.9196999 -0.77379995 -0.7574963 -0.8871438 -0.8846286 -0.5518113 -0.7710901 -0.8106596 -0.5518924 -1.16660455
28028 -0.50373573 -0.223143845 -0.44233027 -0.42422262 -0.430714215 -0.558082085 -0.409120075 -0.51960424 -0.3917795 -0.272654245 -0.289146615 -0.512277245 -0.67582575 -0.354432705 -0.306009135 -0.641394105 -0.348195925 -0.475226355 -0.37261291 -0.51105125 -0.464882225 -0.595567585 -0.5762185 -0.7048081 -0.49485374 -0.36234007 -1.636043595 -0.356373155 -0.713894945 -0.329442275
28030 -0.9680988 -0.8921488 -1.0639442 -0.7594389 -0.757662 -1.0629037 -0.7399211 -0.8244846 -0.6684072 -0.8435265 -1.1707199 -1.0805552 -0.7519274 -1.1004965 -1.3937431 -1.7163691 -0.9969059 -0.8210686 -0.9013912 -0.7707427 -0.4909628 -0.5246033 -0.9326095 -0.7380186 -1.082618 -1.1767475 -0.8350404 -0.7392781 -0.4594019 -0.7483309
28035 0.63627883 0.54593383 0.68183876 0.76154067 0.78365484 0.67543567 0.63638903 0.69235802 0.76944435 0.68047205 0.3953456 0.73772768 0.6820439 0.74996514 0.77380834 0.48721926 0.61233112 0.78586533 0.76701732 0.63701419 0.54039182 0.58031715 0.5848355 0.70102665 0.5312232 0.57247938 0.74213933 0.61147368 0.47902603 0.70468198
28040 -0.7042734 -1.3710158 -0.9567649 -1.1822403 -1.2545506 -1.11576 -1.5181407 -1.2167883 -1.0220393 -0.9240961 -1.0897629 -1.1417705 -1.2656806 -1.1588096 -0.7523183 -1.4118754 -1.1874056 -1.1421499 -1.0698046 -1.0988492 -1.7536532 -1.1544252 -1.1185783 -1.0902584 -1.2230746 -1.3980043 -1.1936239 -0.9068488 -1.689583 -0.6696505
28042 -0.364500043 -0.41576996 -0.32854721 -0.447424477 -0.260102033 -0.59928397 -0.449518503 -0.483315103 -0.39176897 -0.46948409 -0.267857093 -0.503279943 -0.237730873 -0.255263083 -0.392324143 -0.50499022 -0.490497043 -0.243119583 -0.454259607 -0.239516457 -0.439749617 -0.315841727 -0.30840923 -0.2639485 -0.307205137 -0.23546837 -0.072879383 -0.290099833 -0.43756353 -0.27794033
28064 -0.3843409 -0.4474456 -0.459302 -0.4478906 -0.3228695 -0.6617004 -0.294825 -0.4148947 -0.197944 -0.4638147 -0.4679663 -0.4787394 -0.324719 -0.3009751 -0.4922059 -0.5326228 -0.5896061 -0.2665711 -0.4575464 -0.6010178 -0.5581558 -0.564788 -0.8798758 -0.4941677 -0.2802268 -0.4150632 -0.3987097 -0.5270435 -0.5220023 -0.3852621
28071 0.65171091 0.73505536 0.64634843 0.832700445 0.77326065 0.776615775 0.75455406 0.737633275 0.84162164 0.704636 0.816318145 0.700484145 0.86566441 0.824226845 0.704422925 0.82480887 0.68943406 0.7084197 0.806137225 0.70526413 0.857539095 0.682140625 0.78968837 0.82399598 0.781893905 0.610173275 0.741512215 0.58004648 0.61947936 0.87826387
28078 -2.8218161 -1.3845782 -2.1070072 -2.7588877 -2.4470056 -1.8961498 -2.8572976 -2.0483228 -2.6780557 -2.9150411 -2.8894535 -4.0483705 -2.8426266 -2.2765758 -1.9118883 -2.2934859 -5.3977665 -1.4662871 -2.7668117 -2.5588696 -1.6780871 -0.3727617 -4.0500115 -2.9386086 -1.5285159 -1.6620197 -2.6640305 -0.6764495 -2.7737395 -2.1710691
28080 -0.8440311 -0.6437506 -0.8041453 -0.9126602 -0.7660622 -0.6923649 -1.1510734 -1.0675109 -0.8862783 -0.9760492 -0.7817888 -0.9316854 -0.8516302 -0.783838 -0.9045027 -1.1582399 -0.9369878 -0.8742581 -1.1303561 -0.9915502 -1.2677524 -0.7591757 -1.035597 -1.3789242 -1.0608155 -0.9305849 -0.722167 -0.9681035 -0.7588102 -0.9238634
28084 0.95993251 0.84035027 1.0938629 1.09650921 1.08473195 1.00758048 0.75609593 0.83854354 0.98560736 0.96736986 1.08433883 0.89294767 0.82930601 1.17059927 0.99844402 0.78502716 0.99552192 0.94068893 1.01570268 0.93916305 0.8257478 0.7801676 1.00281181 1.18781669 1.14694602 1.09893605 0.9499343 0.8079332 0.69303989 1.01184942
28088 -0.607338 -0.8749364 -0.6703545 -0.8645357 -0.8304695 -1.0734509 -0.4686319 -0.5970232 -0.7556856 -0.8745135 -0.6633687 -0.6578118 -0.7807403 -0.8639871 -0.7840223 -0.7597594 -0.7255022 -0.7418326 -0.9633295 -0.921853 -0.8710011 -0.9220989 -0.675338 -0.65521 -0.8171342 -0.5434943 -0.50612 -0.6860104 -0.5668726 -0.4159746
28105 0.91675636 0.90999924 0.96542315 0.93229181 1.09606308 0.9146404 1.05282019 1.06414524 1.07128212 0.9454876 1.0653349 1.03370234 1.12180535 0.96322592 0.98963029 0.95419225 0.78958048 1.04952159 1.05208749 0.90326481 0.83990938 0.89787908 0.8434645 0.99870098 1.08212838 0.77073605 1.09394915 0.7790117 0.99124024 1.06325895
28106 -1.284471 -1.0299803 -1.1719771 -1.2667979 -1.5275442 -1.4666919 -1.0327341 -0.6976412 -1.4310937 -1.3084039 -1.3408381 -1.434746 -1.5616193 -1.3091571 -1.0612643 -1.3677538 -1.2067785 -1.4978859 -1.5971704 -1.1829397 -1.5016192 -1.0782738 -1.1424138 -1.6666631 -1.5664474 -0.7651958 -1.5537941 -1.138117 -1.4226916 -1.684597
28109 0.298047633 0.334929613 0.10345386 0.238364673 0.164240673 0.0820379 0.27805504 0.339283457 0.353061273 0.19771457 0.104933573 0.213887347 0.204087427 0.23956343 0.14527652 0.37378253 0.100889 0.1275443 0.202432107 0.184131993 0.225480877 0.359454633 0.370827057 0.353029457 0.329912273 0.25625952 -0.06428041 0.387249467 0.25183936 0.26417411
28113 -1.0608284 -1.4357823 -1.4464494 -1.154248 -1.3437497 -1.601373 -1.9564383 -1.2391789 -1.1350969 -1.3577861 -1.7443559 -1.610118 -1.4049708 -1.1645339 -1.8593465 -1.2884096 -1.602333 -0.857968 -1.2543086 -1.5914123 -1.7123346 -1.4205852 -1.2808347 -1.5030481 -1.245236 -1.2135848 -2.0083352 -1.2836178 -1.5818272 -1.4612765
28114 -1.0615044 -1.3197024 -1.1056674 -1.2685525 -1.1422887 -1.2767661 -1.0421119 -1.1092911 -0.86977 -1.1265226 -1.252294 -1.2952162 -1.2304527 -1.2452071 -1.6694619 -1.3068583 -1.3850753 -1.2868835 -1.1345175 -1.4473518 -0.6550769 -1.4503532 -1.3117773 -1.1222084 -0.7726338 -1.2228865 -1.0906373 -1.1347112 -0.7658417 -1.5086332
28146 0.21584523 0.4650186 0.22723712 -0.2291442 0.08688139 0.24714175 0.37250585 0.3184207 -0.0679894 0.16856044 0.40800284 0.28116102 -0.1499361 -0.4124549 0.1794238 0.07257436 0.25636182 -0.1414193 -0.0386373 0.03779941 0.09366376 0.28126094 0.28582112 0.00575735 -0.0686099 0.61449195 -0.0043738 0.28883279 0.30247189 -0.2377927
28169 0.636909605 0.82575208 0.649248545 0.548900425 0.60012189 0.798430215 0.6662299 0.614370595 0.507150815 0.67041177 0.507446655 0.60478757 0.48795773 0.523351715 0.62760323 0.588393375 0.697980785 0.688403655 0.400130415 0.373755715 0.66941318 0.45276797 0.58147697 0.504976245 0.483791845 0.673147435 0.58679486 0.606770475 0.716984175 0.46056041
28185 -0.317108605 -0.441962695 -0.380002425 -0.284604125 -0.07191257 0.04997337 -0.16139227 -0.275658845 -0.425361855 -0.19416648 0.06517566 -0.073456675 -0.06904084 -0.08066347 0.04812717 -0.43506855 -0.243529515 -0.264662015 -0.49058345 -0.2390819 -0.347657655 -0.246860695 -0.20118713 -0.4349701 -0.6687325 -0.112804485 0.12884491 -0.16296191 -0.268977935 -0.357936225
28193 0.98753211 0.9317714 1.01576282 0.99564844 0.81564393 0.66525572 0.89245479 0.67205793 0.98278081 0.99678373 0.81866726 0.86376848 0.85818174 1.07526737 0.88058962 0.94916947 0.92304608 0.99960531 1.06484708 1.20752237 0.95349998 0.97374713 0.95796955 1.24423612 1.07027336 0.87972481 0.81532619 0.91032625 0.84002849 1.08091209
28240 -0.7666978 -0.8413826 -0.6625259 -0.7825578 -0.6970657 -0.9432819 -0.5884586 -0.7618724 -0.7418436 -0.7555763 -0.8651991 -0.6798289 -0.8327135 -1.0767907 -0.8567532 -0.9514043 -0.8456341 -0.6800199 -0.8549701 -0.8046437 -0.7889985 -0.7191664 -0.8168856 -0.7603207 -0.7604083 -0.7317062 -0.6789084 -0.6779891 -1.0915191 -0.6979094
28253 0.34640809 0.76349951 -0.0710277 0.3777464 0.41201584 0.04703724 0.41408479 0.03185374 0.37847959 0.3830767 0.23062151 0.1763037 0.42647821 0.15302601 0.21412303 0.5311132 0.15971689 0.26543643 0.57286837 0.59282865 0.56032505 0.7550995 0.27392147 0.42658069 0.36814505 -0.0947148 0.15978004 0.59173629 0.60508259 0.42555051
28295 -0.3878868 -0.2748073 -0.3473681 -0.4078325 -0.7905546 -0.2940811 -0.5319153 -0.5880025 -0.5804491 -0.6426136 -0.3500947 -0.4072767 -0.9453117 -0.2651168 -0.2953226 -0.3304429 -0.2822489 -0.2472609 -0.2265863 -0.1551682 -0.724134 -0.3815484 -0.1825529 -0.5214125 -0.2900837 -0.3351292 -0.5408142 -0.4753134 -0.7426069 -0.4234111
29805 0.15638123 0.15793784 0.09930902 0.02536845 0.13657839 0.01410325 0.1374513 0.04779765 0.21301942 -0.0163991 -0.0257889 0.06680528 0.21066536 -0.1101061 -0.091063 0.05493757 0.11281995 0.23542795 -0.1020229 0.15870505 0.0313461 -0.0377059 0.05084447 -0.0750684 0.09975629 -0.1808827 0.10111165 0.08283773 0.09021945 0.00603898
